Trinidad and Tobago,Confirmed,123,1
Trinidad and Tobago,Deaths,8,1
Trinidad and Tobago,Recovered,109,1
Trinidad and Tobago,Active,6,1
Eritrea,Confirmed,121,1
Eritrea,Deaths,0,1
Eritrea,Recovered,39,1
Eritrea,Active,82,1
Bahamas,Confirmed,104,1
Bahamas,Deaths,11,1
Bahamas,Recovered,72,1
Bahamas,Active,21,1
Burundi,Confirmed,104,1
Burundi,Deaths,1,1
Burundi,Recovered,75,1
Burundi,Active,28,1
Monaco,Confirmed,99,1
Monaco,Deaths,4,1
Monaco,Recovered,94,1
Monaco,Active,1,1
Barbados,Confirmed,97,1
Barbados,Deaths,7,1
Barbados,Recovered,83,1
Barbados,Active,7,1
Liechtenstein,Confirmed,82,1
Liechtenstein,Deaths,1,1
Liechtenstein,Recovered,55,1
Liechtenstein,Active,26,1
Bhutan,Confirmed,67,1
Bhutan,Deaths,0,1
Bhutan,Recovered,24,1
Bhutan,Active,43,1
Botswana,Confirmed,60,1
Botswana,Deaths,1,1
Botswana,Recovered,24,1
Botswana,Active,35,1
Gambia,Confirmed,34,1
Gambia,Deaths,1,1
Gambia,Recovered,24,1
Gambia,Active,9,1
Namibia,Confirmed,34,1
Namibia,Deaths,0,1
Namibia,Recovered,18,1
Namibia,Active,16,1
Saint Vincent and the Grenadines,Confirmed,29,1
Saint Vincent and the Grenadines,Deaths,0,1
Saint Vincent and the Grenadines,Recovered,25,1
Saint Vincent and the Grenadines,Active,4,1
Antigua and Barbuda,Confirmed,26,1
Antigua and Barbuda,Deaths,3,1
Antigua and Barbuda,Recovered,22,1
Antigua and Barbuda,Active,1,1
Timor-Leste,Confirmed,24,1
Timor-Leste,Deaths,0,1
Timor-Leste,Recovered,0,1
Timor-Leste,Active,24,1
Grenada,Confirmed,23,1
Grenada,Deaths,0,1
Grenada,Recovered,22,1
Grenada,Active,1,1
Belize,Confirmed,22,1
Belize,Deaths,2,1
Belize,Recovered,16,1
Belize,Active,4,1
Saint Lucia,Confirmed,19,1
Saint Lucia,Deaths,0,1
Saint Lucia,Recovered,18,1
Saint Lucia,Active,1,1
Laos,Confirmed,19,1
Laos,Deaths,0,1
Laos,Recovered,19,1
Laos,Active,0,1
Fiji,Confirmed,18,1
Fiji,Deaths,0,1
Fiji,Recovered,18,1
Fiji,Active,0,1
Dominica,Confirmed,18,1
Dominica,Deaths,0,1
Dominica,Recovered,16,1
Dominica,Active,2,1
Saint Kitts and Nevis,Confirmed,15,1
Saint Kitts and Nevis,Deaths,0,1
Saint Kitts and Nevis,Recovered,15,1
Saint Kitts and Nevis,Active,0,1
Greenland,Confirmed,13,1
Greenland,Deaths,0,1
Greenland,Recovered,13,1
Greenland,Active,0,1
Holy See,Confirmed,12,1
Holy See,Deaths,0,1
Holy See,Recovered,12,1
Holy See,Active,0,1
Seychelles,Confirmed,11,1
Seychelles,Deaths,0,1
Seychelles,Recovered,11,1
Seychelles,Active,0,1
Western Sahara,Confirmed,9,1
Western Sahara,Deaths,1,1
Western Sahara,Recovered,8,1
Western Sahara,Active,0,1
Papua New Guinea,Confirmed,8,1
Papua New Guinea,Deaths,0,1
Papua New Guinea,Recovered,8,1
Papua New Guinea,Active,0,1
Lesotho,Confirmed,4,1
Lesotho,Deaths,0,1
Lesotho,Recovered,2,1
Lesotho,Active,2,1
US,Confirmed,2137731,49
US,Deaths,116963,49
US,Recovered,583503,49
US,Active,1437265,49
Brazil,Confirmed,923189,49
Brazil,Deaths,45241,49
Brazil,Recovered,490005,49
Brazil,Active,387943,49
Russia,Confirmed,544725,49
Russia,Deaths,7274,49
Russia,Recovered,293780,49
Russia,Active,243671,49
India,Confirmed,354065,49
India,Deaths,11903,49
India,Recovered,186935,49
India,Active,155227,49
United Kingdom,Confirmed,299600,49
United Kingdom,Deaths,42054,49
United Kingdom,Recovered,1293,49
United Kingdom,Active,256253,49
Spain,Confirmed,244328,49
Spain,Deaths,27136,49
Spain,Recovered,150376,49
Spain,Active,66816,49
Italy,Confirmed,237500,49
Italy,Deaths,34405,49
Italy,Recovered,178526,49
Italy,Active,24569,49
Peru,Confirmed,237156,49
Peru,Deaths,7056,49
Peru,Recovered,125205,49
Peru,Active,104895,49
France,Confirmed,194347,49
France,Deaths,29550,49
France,Recovered,73459,49
France,Active,91338,49
Iran,Confirmed,192439,49
Iran,Deaths,9065,49
Iran,Recovered,152675,49
Iran,Active,30699,49
Germany,Confirmed,188252,49
Germany,Deaths,8820,49
Germany,Recovered,172842,49
Germany,Active,6590,49
Chile,Confirmed,184449,49
Chile,Deaths,3383,49
Chile,Recovered,156232,49
Chile,Active,24834,49
Turkey,Confirmed,181298,49
Turkey,Deaths,4842,49
Turkey,Recovered,153379,49
Turkey,Active,23077,49
Mexico,Confirmed,154863,49
Mexico,Deaths,18310,49
Mexico,Recovered,115394,49
Mexico,Active,21159,49
Pakistan,Confirmed,154760,49
Pakistan,Deaths,2975,49
Pakistan,Recovered,58437,49
Pakistan,Active,93348,49
Saudi Arabia,Confirmed,136315,49
Saudi Arabia,Deaths,1052,49
Saudi Arabia,Recovered,89540,49
Saudi Arabia,Active,45723,49
Canada,Confirmed,101074,49
Canada,Deaths,8270,49
Canada,Recovered,0,49
Canada,Active,92804,49
Bangladesh,Confirmed,94481,49
Bangladesh,Deaths,1262,49
Bangladesh,Recovered,36264,49
Bangladesh,Active,56955,49
China,Confirmed,84422,49
China,Deaths,4638,49
China,Recovered,79493,49
China,Active,291,49
Qatar,Confirmed,82077,49
Qatar,Deaths,80,49
Qatar,Recovered,60461,49
Qatar,Active,21536,49
South Africa,Confirmed,76334,49
South Africa,Deaths,1625,49
South Africa,Recovered,42063,49
South Africa,Active,32646,49
Belgium,Confirmed,60155,49
Belgium,Deaths,9663,49
Belgium,Recovered,16625,49
Belgium,Active,33867,49
Belarus,Confirmed,55369,49
Belarus,Deaths,318,49
Belarus,Recovered,31273,49
Belarus,Active,23778,49
Sweden,Confirmed,53323,49
Sweden,Deaths,4939,49
Sweden,Recovered,0,49
Sweden,Active,48384,49
Colombia,Confirmed,53211,49
Colombia,Deaths,1808,49
Colombia,Recovered,19986,49
Colombia,Active,31417,49
Netherlands,Confirmed,49288,49
Netherlands,Deaths,6089,49
Netherlands,Recovered,179,49
Netherlands,Active,43020,49
Ecuador,Confirmed,47943,49
Ecuador,Deaths,3970,49
Ecuador,Recovered,23684,49
Ecuador,Active,20289,49
Egypt,Confirmed,47856,49
Egypt,Deaths,1766,49
Egypt,Recovered,12730,49
Egypt,Active,33360,49
United Arab Emirates,Confirmed,42982,49
United Arab Emirates,Deaths,293,49
United Arab Emirates,Recovered,28861,49
United Arab Emirates,Active,13828,49
Singapore,Confirmed,40969,49
Singapore,Deaths,26,49
Singapore,Recovered,31163,49
Singapore,Active,9780,49
Indonesia,Confirmed,40400,49
Indonesia,Deaths,2231,49
Indonesia,Recovered,15703,49
Indonesia,Active,22466,49
Portugal,Confirmed,37336,49
Portugal,Deaths,1522,49
Portugal,Recovered,23212,49
Portugal,Active,12602,49
Kuwait,Confirmed,36958,49
Kuwait,Deaths,303,49
Kuwait,Recovered,28206,49
Kuwait,Active,8449,49
Argentina,Confirmed,34159,49
Argentina,Deaths,878,49
Argentina,Recovered,10174,49
Argentina,Active,23107,49
Ukraine,Confirmed,33209,49
Ukraine,Deaths,922,49
Ukraine,Recovered,15054,49
Ukraine,Active,17233,49
Switzerland,Confirmed,31154,49
Switzerland,Deaths,1954,49
Switzerland,Recovered,28900,49
Switzerland,Active,300,49
Poland,Confirmed,30195,49
Poland,Deaths,1272,49
Poland,Recovered,14654,49
Poland,Active,14269,49
Philippines,Confirmed,26781,49
Philippines,Deaths,1103,49
Philippines,Recovered,6552,49
Philippines,Active,19126,49
Afghanistan,Confirmed,26310,49
Afghanistan,Deaths,491,49
Afghanistan,Recovered,5508,49
Afghanistan,Active,20311,49
Ireland,Confirmed,25334,49
Ireland,Deaths,1709,49
Ireland,Recovered,22698,49
Ireland,Active,927,49
Oman,Confirmed,25269,49
Oman,Deaths,114,49
Oman,Recovered,11089,49
Oman,Active,14066,49
Dominican Republic,Confirmed,23686,49
Dominican Republic,Deaths,615,49
Dominican Republic,Recovered,14133,49
Dominican Republic,Active,8938,49
Iraq,Confirmed,22700,49
Iraq,Deaths,712,49
Iraq,Recovered,9862,49
Iraq,Active,12126,49
Romania,Confirmed,22415,49
Romania,Deaths,1437,49
Romania,Recovered,16071,49
Romania,Active,4907,49
Panama,Confirmed,21962,49
Panama,Deaths,457,49
Panama,Recovered,13774,49
Panama,Active,7731,49
Bolivia,Confirmed,19883,49
Bolivia,Deaths,659,49
Bolivia,Recovered,3752,49
Bolivia,Active,15472,49
Bahrain,Confirmed,19553,49
Bahrain,Deaths,47,49
Bahrain,Recovered,13866,49
